1000,3000,10000,30000,100000,1-level,2-level,3-level,4-level,5-level,6-level,7-level,8-level,9-level,10-level,11-level,12-level,13-level,14-level,15-level,16-level,17-level,18-level,19-level,20-level,benchmark,benchmark10,Predictive value
32405.8,32405,32404.3,32404.5,32405.5,32405.75,32406.5,32405.75,32405.75,32405,32405.75,32405.5,32405.5,32405.5,32407,32407.25,32407.5,32407.75,32409,32409,32409.25,32409.75,32408.5,32408.25,32408.25,32405.44,32402.39,32405.68645
32403,32402,32401.3,32401.5,32401.3,32402,32402,32402.25,32402,32404.25,32404,32405,32404.75,32407.25,32406.5,32406.75,32407.25,32407,32407.5,32407,32407,32407,32406.25,32406.25,32406,32402.39,32398.77,32403.31281
32399.8,32398.5,32396.8,32399.3,32399,32397.25,32398.75,32398.5,32397.5,32398.75,32399.75,32399.75,32401,32401,32401,32401,32402,32402.5,32403,32403.75,32403.75,32404.5,32404.75,32404.75,32404.75,32398.77,32401.84,32399.22241
32400.5,32400,32401.3,32402.3,32400.5,32401,32402.25,32402.25,32403.25,32403,32404,32403.25,32403.25,32403,32403.75,32404,32404.5,32405.5,32406.25,32406.25,32406.25,32406.25,32406,32405.75,32405.75,32401.84,32401.91,32402.32878
32401.5,32401.8,32402.5,32403,32400.3,32401.5,32401.5,32401,32402.5,32402.5,32402.25,32402.25,32402.25,32402.25,32402,32402.75,32403.5,32404,32404.5,32404.5,32405.25,32405.75,32405.75,32405.5,32405.75,32401.91,32402.28,32402.16738
32402.3,32402.5,32402.5,32402.5,32401,32402,32401.75,32402,32402.5,32402.75,32403,32402.75,32402.75,32402.75,32403.75,32403.5,32403.75,32404.25,32405,32404.75,32405.5,32406,32406,32406,32406,32402.28,32389.67,32402.63339
32389,32390.5,32387.3,32388.3,32389.8,32389,32389.5,32390.25,32390,32390.75,32391,32392.25,32392.25,32392.25,32393,32393,32393,32393,32393,32393,32393,32393,32393.5,32393.5,32393.25,32389.67,32389,32390.06196
32385,32388.3,32387.3,32388.3,32389.8,32387.25,32389.25,32389.25,32390.5,32392.25,32392.5,32391.75,32391.75,32391.25,32392,32393,32393,32393,32393,32393,32392.75,32393.25,32393.75,32394.5,32394.25,32389,32390.95,32389.56023
32388.8,32391.3,32391.3,32389.5,32389.8,32391,32390.25,32390.5,32391.5,32391.25,32392.75,32393.25,32393.25,32392.5,32392.5,32394,32394.25,32393.75,32393.5,32393.5,32393.5,32393.25,32393.5,32394,32394.5,32390.95,32414.04,32391.3068
32412.8,32413.5,32412,32414.8,32417.3,32413,32414,32415.5,32414.5,32414.5,32414.25,32415,32414.25,32414.25,32414.25,32414.25,32414.25,32415,32414.5,32414.25,32415,32415,32414.75,32414.25,32414.5,32414.04,32415.76,32414.07973
32415.8,32415.5,32414.5,32415,32417.3,32415.75,32415.75,32416,32415.5,32415.25,32415.75,32416.75,32416.75,32415.5,32416.25,32416.5,32417.25,32416.5,32416,32416,32415.75,32416,32415.75,32415.25,32415.5,32415.76,32412.2,32415.7497
32410.8,32411.8,32410.3,32410.5,32412.8,32413.75,32412.75,32413,32413.75,32413,32413,32412.75,32412.5,32414,32414.75,32414.75,32414.25,32414.25,32414.75,32414.75,32414.5,32414.75,32412.75,32412.75,32412.25,32412.2,32413.64,32412.41665
32413.8,32413.8,32413.5,32414,32415,32412.25,32412.75,32414.25,32413.5,32413.5,32413.75,32414,32414,32414.75,32414.75,32415,32414.75,32415.25,32416.25,32416.75,32416.5,32416.25,32415.75,32415.5,32413.5,32413.64,32408.79,32414.07522
32408.3,32407.8,32407,32409,32410.5,32408,32408.25,32408.25,32409,32409,32409.5,32409.75,32410.5,32410.5,32410.5,32410.5,32411.25,32411.75,32411.75,32411.75,32411.25,32411.25,32411.5,32411.75,32411,32408.79,32416.39,32409.1134
32416.8,32416.5,32415.8,32413.5,32415.8,32416.75,32417,32417,32416.75,32416,32417.5,32417.5,32417.5,32417.25,32417.25,32418,32418.25,32418.5,32418.25,32418.25,32418.25,32418,32418.25,32418.75,32418,32416.39,32427.54,32416.64528
32427.5,32427,32427.5,32429.3,32431.3,32427.5,32427.25,32426.25,32425.75,32425.5,32426.25,32426.25,32426,32426.5,32426.75,32426.5,32427.75,32429.25,32429,32429,32428,32427.75,32427.5,32427.25,32427.5,32427.54,32417.87,32427.4185
32415.5,32418.3,32417.5,32419.3,32418.3,32416.75,32418.25,32417.75,32418,32418,32418.75,32418.25,32418,32418,32418,32417.5,32417,32417.25,32417.25,32418,32418.75,32419,32421.25,32420.75,32420.25,32417.87,32421.61,32417.73954
32419,32420.5,32423.3,32423.5,32424,32422.75,32420.5,32421.75,32421.25,32421.25,32420.75,32420.5,32420.5,32421,32421.25,32421.5,32421.5,32422.75,32422.75,32421.75,32423.5,32423.25,32423,32423,32423,32421.61,32427.1,32421.69759
32425.8,32426.8,32426.8,32427.3,32428.3,32426.25,32427,32427.5,32427.25,32426.75,32427.5,32427.75,32428,32427.5,32427.5,32427.25,32427,32427.25,32429,32429,32428.75,32428.75,32428.25,32428.25,32427.5,32427.1,32423.42,32427.15408
32422.8,32421.3,32422.8,32426.3,32426.5,32422,32421.25,32422.75,32422.75,32425,32424.5,32424,32424,32423.75,32424,32424,32424.5,32425.5,32424.5,32425.5,32424.25,32424.5,32424,32423.5,32424,32423.42,32416.59,32423.85052
32414.8,32414.5,32416.3,32417,32416.3,32415,32416.75,32417,32418,32418.25,32418.25,32418.25,32419,32418.5,32418,32417.25,32417.75,32417.75,32418,32418.5,32419.25,32419,32420.75,32422,32421.75,32416.59,32418.17,32417.03404
32416.3,32416.8,32419,32418.5,32417.8,32418.75,32417.5,32418,32418.75,32418.75,32419,32419,32419.25,32419.5,32419,32419.5,32419.75,32421.25,32422,32422,32422.25,32422.5,32423,32423,32423,32418.17,32428.27,32418.59738
32428.3,32427.3,32427,32427.5,32427.8,32430.25,32429.25,32428.75,32428.25,32428.75,32428.5,32428.5,32428.5,32429.25,32429.5,32429.75,32430.75,32430,32430,32430,32429.75,32429,32429.5,32429.5,32429.5,32428.27,32427.07,32428.34155
32426.5,32426.3,32426.3,32426.5,32427.8,32427,32426.75,32426.75,32427,32427.5,32428.25,32428.25,32428.25,32428.25,32429,32428.75,32428.5,32428.75,32429.5,32429.75,32429.25,32428.75,32428.75,32429.25,32428.5,32427.07,32422.95,32427.38665
32422.5,32422.8,32423.8,32422.3,32425.8,32424.25,32422.75,32422.25,32422.25,32420.75,32420.75,32423.25,32422.25,32422.25,32423,32423,32424.25,32424.25,32423.75,32424,32425.25,32424.75,32424.5,32424.5,32424.75,32422.95,32422.09,32422.99222
32421,32421.5,32423.3,32423.8,32424.3,32421,32421.25,32422.25,32422,32421.25,32421.5,32421.5,32421.25,32421.75,32421.75,32422.75,32422.75,32424.25,32423.5,32423.75,32422.25,32423.25,32423,32422.75,32422.75,32422.09,32416.77,32422.3745
32415.8,32415,32416,32417.3,32415.3,32416.75,32417,32417,32417.25,32418,32418.75,32418.5,32418.5,32418.5,32419.75,32420,32419,32419,32418.75,32420.25,32420.75,32420.25,32420.5,32421.5,32422,32416.77,32417.19,32417.28687
32415.8,32415,32416,32417.3,32415.5,32416.25,32417,32418.75,32419.5,32419.25,32419.25,32419,32420.25,32420.5,32420.5,32420.5,32420.25,32421,32421.25,32421.25,32421.75,32422.25,32422.5,32422.75,32423.5,32417.19,32425.96,32417.96579
32426,32425,32423.8,32425.8,32429,32425.75,32425.75,32426,32425.75,32425.75,32425.75,32425.75,32427,32426.75,32427.5,32427.25,32427.25,32426.75,32427,32426.75,32427,32427.5,32427.75,32428,32428,32425.96,32426.97,32426.10496
32427.3,32426.3,32425.8,32425.8,32429,32425.75,32427,32427,32426.75,32426.25,32427.5,32427.75,32428.5,32428.25,32428.25,32429.25,32428.75,32428.75,32429.25,32429,32429,32429,32429,32429.25,32429.25,32426.97,32427.52,32427.36771
32426.8,32426.8,32426.3,32426.3,32429,32430,32427,32427.75,32427.25,32427,32427.25,32428,32428.5,32429,32429,32428.75,32428.75,32429.5,32430,32430.5,32430.25,32430,32430,32431,32431,32427.52,32418.57,32427.62691
32418.8,32418.5,32418.8,32418.3,32418.3,32418.5,32417.25,32418.5,32418.25,32418.75,32418.75,32419.75,32420.25,32420.5,32420.5,32420.5,32420,32421,32420.75,32421.75,32421.75,32421.75,32421.75,32423.25,32424,32418.57,32415.82,32419.08162
32415.3,32414.8,32416.3,32416.8,32416,32415,32414.75,32415,32415.75,32415.5,32416,32416.75,32417.5,32417.25,32418.75,32418.5,32418.5,32420,32420.25,32420.5,32419.25,32419.25,32419,32418,32417,32415.82,32416.56,32416.36027
32415,32415.3,32417,32417,32414.5,32418.5,32415.25,32416.25,32416.75,32417.75,32418,32418.25,32418.25,32417.75,32419,32419,32418.5,32420,32420.5,32420.5,32419.25,32419.25,32419,32418,32418,32416.56,32416.72,32416.87562
32415.3,32415.3,32417,32416.8,32414.3,32418.5,32415.5,32417.25,32417.75,32418,32418.25,32418.5,32418.5,32418.25,32419.5,32419.5,32419.5,32420.75,32420.25,32421,32421,32421,32421,32420,32420,32416.72,32409.17,32417.22965
32409.3,32409,32410.3,32408.8,32407.8,32406.75,32408,32408.25,32410.25,32410.25,32410.75,32410.75,32410.75,32411,32411,32411,32411,32411.75,32412.25,32412,32411.75,32411.25,32411,32412,32410.25,32409.17,32401.62,32409.91682
32402.3,32400.3,32402.5,32400.8,32399.8,32401.75,32400.25,32401.75,32402.5,32402.5,32403,32403.25,32403,32404,32404.25,32404,32404,32404,32404.75,32405.25,32405,32404.5,32404.5,32404.5,32404.5,32401.62,32412.39,32402.4327
32409.5,32409.5,32409.5,32415.3,32415.8,32411.75,32411.75,32413,32414.75,32414.5,32413,32413.25,32413,32414.25,32414,32413.75,32414.75,32416,32416.75,32416.5,32415.75,32415.75,32415.5,32415.25,32415.75,32412.39,32427.17,32412.78411
32427.3,32426.5,32425.3,32429.3,32429.5,32425.25,32425.5,32426.5,32426.75,32429,32428.25,32428,32428,32427.5,32428.5,32428.5,32429,32429,32429.25,32429.25,32429.75,32429.5,32429,32429,32429.25,32427.17,32425.84,32427.57789
32424.5,32427.3,32426.3,32426.3,32425.5,32424.5,32426.25,32426,32425.5,32426.25,32426.75,32426.25,32425.5,32425.5,32427.25,32427.5,32427.75,32427.5,32427.75,32427.5,32427,32427,32426.5,32425.75,32425.75,32425.84,32433.88,32426.0012
32433.5,32433,32433,32436,32436.3,32433,32433.5,32433.25,32433.25,32433.75,32433.75,32434,32433.5,32434.75,32434.75,32434.5,32436.5,32436.5,32436.5,32436.25,32436,32436,32437.25,32437.5,32438,32433.88,32436.51,32434.18931
32437.5,32437,32436.3,32435.3,32436.5,32437.25,32436.5,32436.5,32436.5,32436.25,32435.75,32435.5,32436.5,32436.5,32436.5,32438,32438.25,32437.5,32437.75,32437.75,32437.75,32437.5,32437.5,32437.75,32438,32436.51,32453.91,32436.65731
32453,32453,32453,32457.3,32458.3,32453,32452.25,32452.75,32452.5,32452.5,32453.25,32453.25,32453.5,32453.5,32453.5,32453.25,32452.75,32453.5,32453.75,32453.5,32453.25,32453.5,32453.25,32453.25,32451.25,32453.91,32482.24,32453.72117
32482.5,32483,32480.8,32480.5,32483.3,32481,32482.5,32482.5,32481.25,32482.5,32483.5,32483.5,32484,32484.25,32484.75,32485,32484.75,32484.75,32484.75,32484.5,32483,32483,32482.75,32482.5,32481.5,32482.24,32448.67,32482.58054
32445.8,32448.3,32448.3,32449,32448.5,32446.25,32449.25,32449.25,32449.25,32450,32451,32452.5,32451,32450.75,32453,32454.5,32454.75,32454.75,32455,32455,32454.5,32454,32454,32453.75,32454.5,32448.67,32451.27,32449.58341
32449.5,32448.8,32448.3,32452,32451.3,32451.75,32451.75,32452.5,32452.75,32452.75,32452.5,32452.5,32454,32454.5,32454.25,32454.75,32455.75,32456,32455.75,32455.75,32455.75,32455.75,32455.5,32455.75,32457,32451.27,32458.18,32451.7252
32459,32459.3,32456.5,32458,32460,32458.5,32458,32457,32456.5,32457.25,32457.5,32457.75,32458.5,32458.75,32459.25,32459.5,32459.5,32459.5,32459.5,32459.5,32459.25,32459.75,32459.5,32460,32460.75,32458.18,32450.27,32458.14243
32449.3,32450.3,32450.3,32450.8,32449.5,32449.25,32450.25,32451.25,32450.75,32450.75,32450.75,32450.75,32451.5,32451.25,32451.75,32451.5,32452.5,32453,32453.25,32453.25,32454.25,32454.5,32454.5,32453.75,32454.5,32450.27,32424.9,32450.63125
32424.8,32425.3,32425.3,32423.8,32426.5,32423.25,32424.5,32422.75,32424.25,32424.25,32425,32426,32426.25,32426,32426.25,32426,32427,32426.5,32426.5,32426,32426,32428.25,32428.5,32428.5,32428.75,32424.9,32431.52,32425.29287
32431.5,32429,32429.8,32432.3,32429.3,32431.5,32431.25,32431.25,32432.5,32433.5,32433.5,32433.25,32434.5,32434.75,32435.25,32435.5,32435.5,32435.5,32435.5,32435.5,32435.5,32435.5,32435.25,32435.75,32436.25,32431.52,32435.14,32432.20129
32435.3,32433.8,32434,32432.3,32434.5,32435.5,32436,32435.5,32436,32436,32436.25,32435.5,32437.75,32437.5,32437.5,32437.5,32437.5,32437.25,32437,32437,32438.25,32439.25,32439.75,32439.75,32441.5,32435.14,32430.19,32435.64408
32428.3,32428.8,32428.5,32432.3,32429.5,32428.5,32429.25,32429.75,32431.5,32431.5,32432.5,32432.25,32432.75,32433,32434.25,32434.5,32435.25,32435.25,32435.5,32435.5,32437.5,32437.75,32438.25,32438,32437,32430.19,32424.24,32431.04413
32423.5,32424.5,32423.8,32422.8,32421.3,32424.25,32426,32425,32424.75,32424.75,32425,32426,32426.5,32426.5,32426.5,32427,32427,32426.75,32426.75,32426.75,32426.75,32427.5,32429.25,32429.25,32429.25,32424.24,32417.29,32424.50085
32415.3,32418,32417.3,32415.5,32418.3,32417.5,32415.25,32417.75,32417.25,32418,32418.75,32419.75,32419.75,32419.5,32419,32419,32419,32418.5,32418.5,32417.75,32418,32417.75,32418.25,32418,32418.5,32417.29,32386.68,32417.62184
32386.5,32386.5,32387,32386.5,32384.3,32386.5,32385.5,32385.75,32386.25,32387.5,32388.25,32388,32389.5,32390.25,32390.25,32390.5,32390,32392,32392.5,32392.5,32391.25,32391.25,32391,32391,32390.75,32386.68,32389.54,32387.36451
32386.3,32390,32390,32390.5,32396.8,32386.5,32388.75,32389.5,32389.75,32388.5,32388.25,32388.5,32388.5,32391,32391,32391,32391,32392,32393.75,32394.25,32393.5,32393.75,32393.75,32394,32394.25,32389.54,32391.82,32390.2171
32391.8,32392.5,32393,32391.3,32390.8,32391.75,32391,32391.25,32391.5,32391.25,32391.75,32392.75,32392.75,32394.75,32395.25,32395.5,32395.75,32395.5,32395.5,32395.25,32395.5,32394.25,32394.25,32393.25,32395.5,32391.82,32383.96,32392.54913
32385.5,32383.3,32383,32382,32381,32385.75,32386.75,32383.75,32383.5,32384.25,32384,32384.5,32384.75,32386.5,32385.5,32385.75,32385.75,32386,32386,32386.25,32386.75,32386,32388.25,32389,32389,32383.96,32391.72,32384.08431
32393.5,32392.5,32390.3,32388.8,32389.8,32392.75,32393.5,32392.5,32392.5,32392.25,32392,32392.25,32391.5,32392,32393.75,32393.5,32393.5,32394,32394,32394,32393.75,32392.5,32392.5,32391.75,32390.5,32391.72,32386.66,32391.85993
32385.3,32387.5,32386.5,32384.3,32384.5,32386.5,32388.75,32387.75,32387.5,32387.75,32387.75,32388,32388,32388.75,32388.75,32389.25,32389.25,32390.5,32390.5,32390.5,32390,32390,32390,32391.5,32391.75,32386.66,32382.65,32386.99229
32381.3,32382.8,32381.5,32381.8,32382.8,32382.5,32384.25,32384.25,32383.5,32383.5,32382.75,32383,32383.25,32383.75,32384.25,32384.25,32384.25,32385,32385,32385.5,32385.25,32385,32384.75,32384.25,32384.5,32382.65,32383.34,32382.76004
32384.8,32383.5,32382.5,32383.8,32384.3,32384.25,32383.25,32383.25,32382.5,32382.75,32382.5,32381.75,32382,32383.75,32383.75,32384.25,32384.5,32384.5,32384.5,32385.5,32385.25,32383.75,32383.5,32383.5,32383.25,32383.34,32391.93,32383.45394
32391.8,32391.5,32390,32390.5,32392.5,32392.75,32391.75,32392.5,32392.5,32392,32392.25,32393.5,32393.75,32393.75,32394.75,32395.5,32395.75,32396,32396.25,32396,32396,32396.25,32396,32396.25,32394,32391.93,32388.94,32392.37301
32388.8,32388.3,32388,32390.5,32390.5,32387.5,32388.25,32388,32388,32389.5,32389.75,32389.75,32389.75,32390.75,32390.5,32390.75,32392,32392.25,32392.75,32392.5,32391,32391,32391,32390.5,32389.5,32388.94,32390.93,32389.36328
32389.5,32391,32390.5,32391.5,32391,32390.25,32391.25,32391,32391,32391.25,32391.5,32391.75,32391.75,32392,32392.75,32394,32395.25,32395.25,32395.25,32395,32395.25,32395.25,32395.25,32396,32393.75,32390.93,32394.09,32391.34986
32394,32393.8,32393,32394.3,32393,32394.75,32394.5,32394.25,32394.5,32394,32394.5,32394.5,32394.5,32394.5,32394.25,32394.5,32396,32396,32396.25,32396,32396.25,32396.25,32397,32397,32397,32394.09,32394.59,32394.0873
32394.3,32393.8,32394,32396,32396.5,32394,32394,32393.75,32394,32394,32395,32394.5,32394.25,32394.25,32396.25,32396.25,32396.25,32396.5,32396.5,32396.5,32396.5,32397,32397,32397,32397,32394.59,32381.01,32394.91761
32381,32381.8,32380.3,32379,32379.5,32380.75,32380,32380.25,32381.75,32381.75,32381.75,32383,32384.25,32385.25,32385,32385,32385.25,32385.5,32385.25,32385.25,32385.5,32385.75,32387,32385.75,32387.25,32381.01,32380.02,32381.7889
32380.3,32380.3,32380.3,32378,32379.3,32379,32379.5,32380.25,32381,32381.5,32381.5,32381.25,32381,32382,32383.25,32383.25,32383.25,32383.25,32383.25,32383.25,32382.5,32382.5,32382.25,32381.5,32382.75,32380.02,32379.52,32380.86334
32379,32379.3,32379.3,32378.5,32379.3,32379,32379,32379.25,32379.75,32379.75,32380.5,32380.25,32381.5,32383,32383,32383,32383.25,32383.25,32382.5,32382,32383,32383,32383,32383.25,32384.75,32379.52,32384.66,32380.23106
32385.3,32386,32384.5,32383.5,32384.8,32384.25,32384.25,32384,32384.5,32384.5,32384.25,32384.5,32385.25,32385.25,32385.5,32385.5,32386.5,32386.5,32386.5,32386.5,32386.75,32386.75,32387.5,32388.75,32389,32384.66,32386.64,32384.91742
32387,32388.8,32387,32385,32385.8,32385.25,32386.75,32386.25,32387.5,32386.75,32386.75,32386.5,32386.5,32386.5,32386.5,32386.5,32386.5,32387.5,32387.25,32387.5,32387.5,32387.75,32388.5,32389,32389.75,32386.64,32385.67,32386.77706
32386.8,32385.5,32384.3,32383.8,32386,32385.25,32386.75,32386.75,32386,32386,32385.75,32385.75,32386.5,32386.5,32386.75,32386.75,32387.75,32387.75,32387.75,32388.25,32388.25,32389,32389.75,32389.75,32389.75,32385.67,32379.68,32385.9933
32378.8,32378.5,32379,32380,32379.5,32378.75,32378.75,32379,32380.75,32380.75,32380.75,32380.5,32382,32382.75,32383,32382.75,32382.75,32382.75,32382.5,32382,32383,32383,32383.25,32383,32383.5,32379.68,32381.04,32380.35605
32380,32382.3,32381.5,32380.8,32378,32380.5,32382.25,32381.75,32381.75,32381.75,32381.75,32381.5,32381.5,32381,32382.25,32383.25,32383.5,32383.75,32383.75,32383.75,32383.75,32383.75,32383.5,32383.25,32383.5,32381.04,32381.28,32381.19943
32380,32382.5,32382,32381,32379.5,32381,32382.25,32381.75,32381.75,32381.75,32381.5,32381.5,32381.25,32382,32382,32382.5,32383.25,32383.5,32383.5,32383.5,32383,32383.75,32383.75,32384,32384.5,32381.28,32381.84,32381.44828
32382.5,32382.3,32382.3,32381.5,32381.3,32381.75,32381.75,32381.5,32381.25,32381.5,32381.75,32382,32382,32382.75,32382.5,32382.5,32383,32383.25,32383.25,32383.25,32383,32382.75,32382.5,32382,32382.25,32381.84,32376.44,32382.028
32375.5,32376.3,32374.8,32376,32378,32375.5,32375,32376,32377.5,32377.5,32377.5,32378.25,32378.25,32378.5,32377.25,32377.5,32378.5,32378.5,32380.5,32380.5,32380.25,32381,32381,32380.5,32380.25,32376.44,32374.28,32376.88159
32374,32374,32372.5,32373.8,32376,32374,32374.25,32375,32373.75,32374,32374.75,32375.75,32375.75,32376,32376,32376.25,32377.5,32377.5,32377.5,32378.5,32378.5,32379.5,32379.25,32378.75,32379.25,32374.28,32357.77,32374.66219
32358.8,32360.5,32356.8,32356.3,32357.3,32358.5,32356.25,32357.75,32356.75,32358,32357.75,32358,32358.75,32359.5,32359.5,32359.5,32359,32360.75,32360,32361,32361.5,32360,32359.75,32360.25,32360.25,32357.77,32357.17,32357.97671
32354.5,32357.8,32356.3,32354.8,32358.5,32356.25,32358.25,32358.25,32358.25,32357.25,32358.25,32358,32358.75,32359,32359.25,32361.25,32361,32361.75,32362.25,32362,32361.75,32364,32364,32363.25,32363.25,32357.17,32345.82,32357.72498
32346.3,32345.8,32345.3,32345.8,32347.5,32347.75,32343,32345.5,32345.25,32345.25,32345.25,32346.25,32346.25,32347.25,32348.25,32347.5,32348.25,32348.5,32348.5,32348.75,32348.5,32349,32350.75,32350.5,32350.5,32345.82,32361.32,32346.3019
32362.5,32362.3,32358.5,32361.3,32360.3,32361.5,32362.25,32362,32360.5,32361.5,32362,32362,32362,32361.25,32361.25,32362,32363.25,32363.25,32362.5,32361.75,32362.25,32362.5,32362.25,32363,32362,32361.32,32352.04,32361.05026
32355.8,32355.8,32351,32349.3,32352.5,32352.75,32349.5,32351,32351,32350.5,32350.75,32351,32352,32351.75,32351.75,32352,32351.5,32351.5,32351.75,32351.5,32352,32351.5,32351.75,32352.25,32352,32352.04,32357.69,32351.97182
32359.3,32357.5,32357.5,32358.3,32357.8,32357,32357,32357.25,32357.5,32357.5,32357.25,32357.5,32357.75,32358.75,32358.75,32358.75,32359,32359.25,32359.25,32359.5,32359.25,32359.25,32360,32361,32360,32357.69,32355.87,32358.09626
32358,32356.8,32355.3,32353.8,32355,32356,32357.25,32356.5,32356.25,32355,32355,32354.75,32355.25,32354.75,32355.5,32355.25,32355.25,32355.25,32355.25,32355.5,32355.5,32355.25,32356.25,32355,32355.25,32355.87,32356.32,32355.6857
32357.8,32356.3,32355.5,32356.5,32354.8,32357,32356.25,32356,32356,32356.25,32356.25,32357,32356.75,32357.25,32357.25,32357.25,32358,32357.5,32358.75,32359,32360,32360,32360,32360,32360.5,32356.32,32361.67,32356.50193
32361.8,32361.5,32360.8,32364.5,32362.3,32361.5,32361.5,32360,32360.75,32361.25,32361.25,32361.25,32360.75,32361.25,32361.5,32362.5,32362.25,32362.25,32362.5,32362.5,32363,32363.25,32364,32363.75,32364,32361.67,32358.99,32361.62598
32360,32360,32360.8,32358.5,32358.8,32358,32358.5,32358.75,32359,32358.75,32358.25,32358.25,32358,32358.25,32358.25,32359,32359,32358.75,32359.75,32359.75,32359,32359,32359,32359.5,32363.25,32358.99,32360.28,32359.30424
32360,32360,32359,32360.8,32360.5,32359,32359.5,32359,32361,32360.75,32360.75,32361.5,32362.25,32362.5,32362,32362.25,32362.25,32362.5,32362.5,32363,32363,32363.5,32364.75,32362.25,32362.25,32360.28,32355.09,32360.62581
32356,32356,32355.3,32354,32354.3,32355.25,32355.25,32355,32354.75,32354.75,32354.75,32354.25,32355.25,32355.75,32356,32356.5,32357.25,32357.25,32357.5,32357.5,32357.5,32357.75,32357.75,32356,32356,32355.09,32344.39,32355.32205
32344,32343.3,32341.5,32343.3,32344.3,32346.25,32344,32344.75,32344.75,32345.5,32345.5,32346.75,32347,32347,32346.75,32346.5,32347.25,32347.75,32348.25,32349.25,32349.25,32348.75,32348,32348.25,32347.5,32344.39,32339.2,32344.54109
32341.3,32340.3,32339.3,32340.3,32338.8,32338.75,32338.25,32337.5,32338,32338.5,32338.75,32338.5,32338.25,32338.5,32338,32338.5,32339.25,32338.75,32339,32339,32339.75,32341,32342.25,32342.25,32341.75,32339.2,32347.45,32339.2375
32347.3,32348.8,32349.5,32348.8,32346.8,32347.25,32347.25,32347.75,32346.75,32346.5,32346.5,32345.75,32345.5,32345.75,32345.75,32346,32348,32348.25,32347.75,32346.75,32347.25,32348.75,32349,32348.75,32349,32347.45,32342.02,32347.42399
32341.3,32342.8,32342.8,32342.5,32344.3,32342.25,32341.25,32340.5,32340,32340.25,32340.75,32342,32342.25,32341.5,32343.75,32343.75,32343.75,32345.25,32345.25,32345.5,32347,32347.25,32347.25,32347,32346,32342.02,32341.03,32342.24128
32341,32341,32341.3,32342.5,32341.5,32341,32340.75,32339.75,32339.75,32340.75,32340.75,32340.25,32340.75,32340.75,32341,32341,32342,32343.25,32343.25,32343.5,32344,32344,32343.5,32344.5,32344.5,32341.03,32344.79,32341.08784
32344,32342.8,32342.8,32344.5,32346,32345.25,32344.75,32345.25,32346.5,32346.25,32346.25,32345,32345,32345.25,32345,32345.75,32345.5,32345.25,32346,32346,32346,32347.25,32347.25,32347.25,32347.5,32344.79,32352.45,32344.98423
32350.8,32353.8,32351.5,32353.3,32351.8,32352.75,32353.75,32353.25,32352.5,32352.5,32352,32352.25,32352.25,32352,32352,32352,32352.75,32353.25,32353,32354,32354.5,32354.25,32354,32352.75,32351.75,32352.45,32359.19,32351.99362
32358.3,32358,32355,32361.3,32359.5,32358.75,32359.75,32360,32359,32360.75,32361,32361.25,32361.25,32361.25,32363,32363,32362.75,32363,32362.25,32362.25,32362,32362.5,32364.25,32364,32362.75,32359.19,32367.04,32359.37135
32366.5,32367.8,32367.8,32366.5,32367.8,32367.5,32366.5,32367.75,32367,32366.25,32366,32366.5,32367,32367.25,32367.5,32367.75,32367.75,32368.75,32368.75,32369.5,32369.75,32369.5,32369.5,32369,32368.75,32367.04,32369.2,32367.21188
32369.3,32367.8,32367.8,32369.8,32369.3,32369.5,32369.5,32368.25,32368.5,32369.5,32370,32370,32370.5,32371,32370.25,32370,32370.5,32370.5,32370.75,32370.5,32371,32371.25,32371.25,32371,32372,32369.2,32373.74,32369.27866
32372.5,32372.5,32371,32375.3,32375.3,32372.25,32371,32376.25,32376.75,32375.75,32375,32375,32375.75,32375.75,32375.5,32375.75,32375.75,32376.25,32376,32375.5,32375.5,32376,32376,32376,32375.75,32373.74,32370.01,32374.30215
32370,32369.8,32369.3,32370.5,32370.5,32369,32369.75,32370,32370.75,32369.75,32370.5,32370.25,32370,32370.25,32370.5,32370.25,32370.25,32370.75,32371,32371,32371,32370.75,32369,32369,32369.5,32370.01,32370.63,32370.11237
32372,32370,32370,32371.5,32370.5,32371.25,32369.5,32369,32370,32370.25,32370.25,32370,32371.25,32371.25,32371.25,32371.5,32371.5,32372,32372,32372,32371.75,32373.25,32373.75,32374,32373.5,32370.63,32370.33,32370.78059
32370,32371,32371,32372.3,32369,32369.25,32369.75,32370.25,32370.5,32369,32370,32370.5,32370.5,32371,32371,32370.75,32370.75,32371.25,32371.5,32370.75,32372.25,32371.5,32371.75,32371.5,32371,32370.33,32370.34,32370.40899
32370,32370.8,32371,32370.8,32369.8,32370,32370,32370.5,32370.25,32370.25,32370,32370.75,32370.75,32370.75,32371.5,32371.5,32371.5,32371.75,32372.5,32372.75,32372.5,32374.5,32374.75,32374.25,32374.75,32370.34,32391.34,32370.62276
32389.5,32389.5,32391.3,32394.8,32396,32390.25,32391.25,32391,32390.25,32389.5,32390.5,32389.5,32390,32389.5,32389.5,32389,32389,32389.25,32388.75,32389,32388.25,32389,32388.75,32388,32388,32391.34,32407.47,32390.93778
32409.3,32407,32407,32407.3,32410.3,32408.25,32406.25,32406.75,32405.75,32406.25,32406.25,32406.75,32407.25,32408.75,32409.25,32409.25,32409.25,32409,32409,32409,32409,32409,32408.5,32408.5,32408.5,32407.47,32408.44,32407.87993
